Item,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
MP060015 - CLAVO DE OLOR MOLIDO -  -  - FT-A47 - kg,11.63,8.70,47.73,45.29,41.98,39.56,32.27,28.68,25.43,30.11,26.77,24.24
MP800278 - CHIA NEGRA -  -  - - kg,20.31,20.31,28.72,28.72,17.50,17.50,17.50,25.84,43.84,32.61,32.61,22.98
MP062328 - ARROZ 2LB -  -  - - uni,,,,,,,,,,"3,972.90",638.78,15.58
MP800188 - ROMERO ENTERO -  -  - MP800188 - kg,93.03,92.84,87.60,82.83,82.83,54.02,95.14,80.70,111.35,64.90,49.42,14.47
MP062156 - CEBOLLA PERLA PELADA -  -  - . - kg,9.53,8.34,10.75,3.45,10.31,13.48,14.98,0.00,27.01,4.73,11.83,13.66
MP062157 - AJO PELADO -  -  - . - kg,1.07,4.96,7.05,1.62,0.73,3.26,4.65,2.10,14.87,2.72,5.61,13.08
MP062327 - AJI JALAPENIO -  -  - - kg,,,,,,,,,0.00,0.00,31.80,11.89
MP800243 - PULPA DE NARANJILLA BRIX 8 -  -  - . - kg,25.20,9.79,22.39,22.39,22.39,25.18,25.18,9.80,9.80,9.80,9.80,9.80
MP800064 - AJO FRESCO -  -  - - kg,166.48,328.57,248.37,1.06,4.60,52.95,12.31,9.06,12.45,6.76,19.21,7.40
MP800068 - APIO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,1.72,3.65,3.65,0.00,0.00,0.34,4.14
MP800183 - SABORIZANTE MORA CRAMER -  - 2M0030-00 - - kg,83.30,72.81,21.85,76.22,55.23,34.25,2.78,36.17,66.97,45.87,24.77,3.79
MP062326 - MARINADOR FINAS HIERBAS - UNIESTAB - INYECCION - 1589-01 - kg,,,,,,,,0.00,0.00,0.00,0.00,
MP800246 - MORA DESPITONADA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800035 - LAUREL EN HOJA -  -  - - kg,32.82,31.40,30.69,28.91,28.91,28.91,39.82,39.82,4.20,0.64,0.64,0.00
MP062254 - APANADO MAQUILA STA PRIS -  -  - MP062254 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800088 - PEREJIL FRESCO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TR030005 - PREMEZCLA 4 -  - CAJAx10 - - kg,"1,217.81",529.59,722.32,"1,176.12","1,009.00","1,122.12","1,354.00","1,579.47","1,125.21",585.59,514.72,0.00
MP800302 - PULPA PINIA CON FIBRA -  -  - MP800302 - kg,0.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062226 - SMOKEZ LFB SUPREME C -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800238 - POLIDEXTROSA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062292 - COLAGENO EN FIBRA BOVINO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800082 - HUEVOS -  -  - - un,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062293 - ARROZ FUNDA 250GR -  - 250gr - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800093 - TOMATE DE ARBOL -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800139 - PULPA DE PAPAYA -  - 1KG - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062277 - LECHE ENTERA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800140 - PROTEINA VEG.HIDROLIZADA SOYA -  - kg - - kg,"21,425.83","16,698.00","11,080.60","12,663.94","15,088.63","10,142.84","12,012.23","6,930.01","7,360.09",0.00,0.00,
MP062253 - BATIDO MAQUILA STA PRIS -  -  - MP062253 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800141 - COLOR CARAMELO EN POLVO -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800234 - LECHE SEMIDESCREMADA -  -  - . - nn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062255 - BASE NUGGTE MAQUILA STA PRI -  -  - MP062255 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800242 - PULPA DE MORA BRIX 8- -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062256 - UNIT PACK MAQUILA STA PROS -  -  - MP062256 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800250 - ALCACHOFA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800041 - OBSIGEL G-50 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800263 - PIMIENTO VERDE -  -  - . - kg,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800055 - SABOR HUMO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062324 - PAPA UNICA -  -  - - kg,,,,,,,0.00,0.00,0.00,0.00,0.00,
MP800147 - PULPA DE DURAZNO -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800096 - JUGO CASCARA PI?A -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062257 - PROTEINA DE SOYA MAQUIL STA -  -  - MP062257 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800290 - CHOCHO PELADO Y PRESALADO -  -  - MP800290 - kg,0.00,259.00,259.00,259.00,259.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800057 - ACEITUNAS CON HUESO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062278 - VERDE FRESCO BARRAGANETE -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062298 - SABOR CERDO LIQUIDO -  -  - - kg,"13,063.64","13,058.80","12,795.49","12,415.43","12,083.89","11,682.49","11,159.18","9,972.96","8,481.48","6,989.95","1,521.53",0.00
MP800021 - CILANTRO FRESCO -  -  - - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062227 - PREMEZCLA ADEREZO TOMATE UP/LP -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800114 - LEVADUR ACTIVA SECA PARA CIDRA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062259 - MIX VEGETALES DESHIDRAT -  -  - MP062259 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800118 - ACEITUNAS DESHUESADAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800156 - ACEITUNAS VERDES EN RODAJAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800236 - LECHE ENTERA -  -  - . - nn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800157 - OLEORESINA DE PAPRIKA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062270 - SAL PARRILLERA -  -  - . - kg,144.37,144.37,144.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062237 - COLAGENO NOVAPROM FIBRA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800244 - PINIA EN CUADRITOS -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800159 - MANTEQUILLA OIL MAGIC -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800248 - ZUCHINI -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800161 - ESENCIA MAPLE FM6116-00 -  -  - FM6116-00 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062252 - PASTA TILAPIA MAQUILA STA PRIS -  -  - MP062252 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800162 - OLEORESNA TUMERIC (CURCUMA) -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800261 - ARVEJA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800165 - SABOR YOGURT 506.842 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800085 - PAPAYA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800167 - BASE VINAGRETA HORTANA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800269 - MELAZA DE CANIA CONSUMO HUMANO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800168 - BASE VINAGRE -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800091 - PIMIENTO ROJO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800174 - QUESO AMERICANO -  - kilo - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800277 - SABOR WHISKY BOURBON -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800175 - GALLETA -  - 80 gr. - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800281 - RELISH PEPINILLO -  -  - . - kg,241.27,,,,,,,,,,,
MP800058 - ACEITUNAS RELLENAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800127 - HARINA DE MOSTAZA - NACIONAL -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800119 - ACEITUNAS NEGRAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062275 - QUESO FRECO MANABA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800179 - QUESO SM DANBO H.ZULETA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800296 - PALMITO AL GRANEL -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062305 - PREMEZCLA POLLO ADOBADO -  -  - PR003 PLUS - kg,"3,608.64","3,608.64","3,608.64","3,608.64","3,548.50",0.00,0.00,0.00,0.00,0.00,0.00,
MP062280 - MOROCHO FINO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800181 - OLEORESINA MOSTAZA NR 2404 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800103 - PULPA DE MARACUYA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062245 - TOMILLO DESHIDRATADO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062249 - SALMUERA NEUTRA PR -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800023 - COLOR CARAMELO LIQUIDO -  -  - - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062241 - MIX DE VEGETALES CONGELADOS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP820022 - CONDIMENTO CHIFA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800062 - HAB ROJO PASTA -  -  - 210109 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
QU010046 - CLORURO DE CALCIO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800063 - AJI TABASCO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800039 - MORA -  -  - - kg,0.00,0.00,0.00,0.00,"3,365.73",333.59,0.00,0.00,0.00,0.00,"2,616.79",0.00
MP800186 - SABOR YOUGOURT -  -  - 3MF10276 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800233 - CONCENTRADO DURAZNO 30-32 BRIX -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800187 - ANTIESPUMANTE -  -  - PROPEG EM 300 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800235 - CREMA DE LECHE 40% -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062251 - YUCA FRESCA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062240 - ACTIVA BF TRANSGLUTAMINASA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800125 - PULPA DE PI?A -  -  - - kg,"2,071.53","1,621.75",556.07,"1,874.39","2,158.86","2,516.79","1,433.67",0.00,"1,817.79","1,755.05","3,299.64",0.00
MP062269 - PREMEZCLA AJO Y CEBOLLA -  -  - 0 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800190 - PULPA DE FRUTILLA 8- BRIX -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800080 - FRUTILLA -  -  - - kg,0.00,0.00,"1,481.89","4,183.09","2,220.00","3,290.84",0.00,0.00,103.79,0.00,477.83,0.00
MP800191 - CERVEZA LIQUIDA -  - 600cc - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800128 - C.M.C PE 30 FG -  -  - GELYCEL F1 2000 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800192 - GRASA BOVINA REFINADA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800245 - SABOR A VAINILLA -  -  - 15144/P - kg,81.10,81.10,94.97,94.97,94.97,94.97,94.97,94.02,90.22,0.00,0.00,
MP800193 - ALMIDON CARGIL 06201 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800247 - MANZANA DE PALMITO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800252 - PULPA DE PINIA BRIX 12.5 -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800249 - BERENJENA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800253 - PULPA DE NARANJA BRIX 9 -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800251 - CONCENTRADO DE MORA 18- BRIX -  -  - . - kg,777.05,777.05,777.05,777.05,777.05,0.00,0.00,0.00,0.00,0.00,0.00,
MP800255 - SABOR A MANGO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800257 - ALMIBAR DE PANELA PARA HIGOS -  -  - . - kg,0.62,0.62,0.00,0.00,0.00,0.00,0.62,0.62,0.00,0.00,0.00,0.00
MP800254 - CONCENTRADO MANGO BRIX 28-30 -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800195 - HUEVO CASCADO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800256 - LECHE DESLACTOSADA 2% -  -  - . - nn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800069 - CEBOLLA BLANCA -  -  - - kg,159.80,429.01,286.56,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800258 - QUESO HOLANDES 5 REBANADAS 80G -  -  - . - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800198 - SABOR AMERICANA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062322 - MEZCLA PROTEINA FSH PR/SALCHIC - NG16271 -  - - kg,,0.00,0.00,"1,885.00",144.32,144.32,"1,136.87","1,136.87","7,145.03","6,192.93",0.00,
MP800070 - CEBOLLA PAITENIA ROJA -  -  - - kg,0.00,0.00,0.00,0.01,10.56,1.37,56.00,14.24,70.00,0.00,186.20,0.00
MP800262 - JENGIBRE PELADO -  -  - MP800262 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062309 - ESPINACA AL GRANEL - GUADAPRO - HOJAS - - kg,233.43,231.81,231.25,230.79,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
MP800084 - OBSIGEL GX81 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800201 - PULPA DE NARANJILLA 7-BRIX -  -  - MP800201 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062323 - MEZCLA PROTEINA FSL PR/SALCHIC - NG16270 -  - - kg,,0.00,0.00,"2,009.70","2,009.70",983.49,"2,988.47","3,339.25","5,662.38","5,243.11",0.00,
MP800202 - LECITINA DE SOYA SOLEC GE-X -  -  - MP800202 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800268 - HONGO PORTOBELLO LAMINADO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP800203 - COLOR CARAMELO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800270 - PALMITO ENTERO 800 GR -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062310 - QUESO MOZARELLA EN CUBO - LA HOLAN -  - - kg,0.00,105.00,0.00,0.00,0.00,120.00,0.00,0.00,120.00,0.00,0.00,
MP800046 - PECTINA LM IMPORTADA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062311 - HUMO LIQUIDO PARA PAVO - SMOKEZ A -  - POLY 2503 - kg,"1,614.61","1,614.61","1,614.61","1,614.61","1,614.61","1,614.61","1,614.61","1,614.61","1,614.61",0.00,0.00,
MP800274 - BETACAROTENO 1% CWS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800208 - COLOR ROJO FRUTILLA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800094 - TOMATE RI??N ENTERO -  -  - - kg,0.00,0.79,1.57,1.57,1.57,0.00,0.00,0.00,0.00,0.00,0.00,
MP800209 - HARINA CEBADA TOSTADA -MACHICA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800120 - PULPA DE MORA 8? BRIX -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800210 - HARINA QUINUA CRUDA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062325 - MARINADOR FINAS HIERBAS - UNIESTAB - TOMBLEADO - 1294-04 - kg,,,,,,,,0.00,0.00,0.00,0.00,
MP800211 - HARINA AVENA PRECOCIDA QUAKER -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800100 - EMULSIFICANTE OBSIEMUL 3B -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062283 - LECHE DE COCO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800284 - OLEORRESINA DE COMINO - NR1208 -  - - kg,925.00,925.00,906.50,906.50,906.50,906.50,0.00,0.00,0.00,0.00,0.00,
MP800286 - QUESO CUETEADO 250 GR -  -  - . - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800123 - AJI DESHIDRATADO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062273 - ALMIDON NATIVO DE YUCA ESP -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800213 - COLORANTE ROJO FRESA SG 45 -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800289 - CEREZAS EN ALMIBAR 3.6 KG -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800214 - HIGOS -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062274 - ALMIDON MODIFICADO SNOW FLAKE -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800215 - PULPA DE COCO 15- BRIX -  -  - . - kg,46.50,46.50,46.50,46.50,46.50,46.50,46.50,46.50,0.00,0.00,0.00,
MP062276 - POLVO DE HORNEAR -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800216 - CONCENTRADO MARACUYA 50- BRIX -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800102 - FRUCTOSA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800217 - HARINA DE CEBADA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800297 - MIEL RUBINO 400GR -  -  - MP800297 - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800073 - CEREZAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062279 - ALMIDON MOD INSTANTEXT AID -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062247 - QUESO MOZAR PIZZA SEMIMAD -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062281 - HARINA PRECO DE MAIZ BLANCO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062266 - ARROZ LIRA EXPRESS 1 LB -  -  - . - uni,"3,482.62","1,760.07","1,757.73","1,757.73","1,757.73","1,673.88","1,673.88","1,673.10",107.25,0.00,0.00,
MP800015 - CANELA EN RAMAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800074 - CERVEZA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800019 - CEBOLLA EN POLVO -  -  - IBR: MP060013 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800222 - VAINILLINA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800022 - CLAVO DE OLOR -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800223 - SABOR A DURAZNO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800309 - BROCOLI -  -  - MP800309 - kg,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,
MP800224 - SABOR A BANANO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800026 - COMINO -  -  - IBR: MP060017 - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800225 - SABOR A COCO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800113 - MIEL DE ABEJA -  -  - IBR: MP060058 - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800226 - SABOR A GALLETA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP990001 - FIBRA DE PALMITO PICADA -  - SACO X 23KG - MP990001 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800227 - MIX VITAMINICO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062282 - ARROZ BLANCO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800228 - ENZIMA A FUNGAL -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800034 - GUAYABA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800229 - PECTINA PARA BEBIDAS -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062287 - MARINADOR POLLOS DE LA J -  -  - - kg,46.53,46.53,46.53,46.53,46.53,0.00,0.00,0.00,0.00,0.00,0.00,
MP800230 - COCOA ALCALINA 12% -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
